""	"Subtype1-Subtype2"	"Subtype1-Subtype3"	"Subtype1-Subtype4"	"Subtype1-Subtype5"	"Subtype1-Subtype6"	"Subtype2-Subtype3"	"Subtype2-Subtype4"	"Subtype2-Subtype5"	"Subtype2-Subtype6"	"Subtype3-Subtype4"	"Subtype3-Subtype5"	"Subtype3-Subtype6"	"Subtype4-Subtype5"	"Subtype4-Subtype6"	"Subtype5-Subtype6"
"ADAMTS4"	0.444432720688477	0.891228110430839	0.0072798403048845	0.128491210037423	0.380051510426482	0.588536718126543	0.411641970677646	0.72433058009479	0.92966658324813	0.00817958749749375	0.162993008473927	0.492265290730825	0.612805123648118	0.150739567026993	0.573543485592017
"ADAMTS5"	0.79368291691426	0.690244208509285	0.943194383339276	0.101498209205775	0.84621034173745	0.966123669394343	0.859998531580031	0.361136616936566	0.730939993551089	0.641035146461877	0.225327405597327	0.473416732730556	0.133862666243435	0.806920670833363	0.103428760996275
"ADAMTS7"	0.503480775669663	0.607206744210446	0.775987071761985	0.465813865711296	0.379659727006415	0.857597739636331	0.419557690079997	0.959166308356964	0.974012885882779	0.283438959225126	0.848030978193056	0.811851505894934	0.342734758148235	0.257295958898486	0.984750309050312
"ADAMTS9"	0.150680717157976	0.31652276457184	0.231397933809903	0.0794470098077232	0.0875474818850533	0.652006626636617	0.660055573172483	0.972682444563332	0.943382795435668	0.993516772168611	0.471221598002827	0.588155504525139	0.521080278133366	0.617611160725539	0.896182090548356
"ADAMTSL1"	0.0235882638777374	0.321104235828493	0.00865770871435151	0.0573092279283652	0.367140964959358	0.214625996612882	0.767907042406812	0.644182224667347	0.197960573713588	0.149181185898544	0.363861704505629	0.8772130392713	0.880455616316077	0.17508991989638	0.381038383949251
"ADAMTSL2"	2.14515282334951e-08	0.000371854993913804	7.3018981729836e-09	0.00326675460576862	1.9259930500906e-08	0.00321621416246406	0.182475300178831	0.00397435124046724	0.249956050244289	0.0200618300205059	0.907540576152233	0.0233876380671093	0.0727786482103571	0.907190683565013	0.0720850225251995
"ADAMTSL3"	0.0143010501815342	0.0981814550738569	1.05398798438455e-05	0.0223306963402556	1.85073371610438e-05	0.312649524421309	0.654845225646461	0.709230946308754	0.628207435786101	0.00468154314391856	0.439025501016513	0.00743924925178418	0.226250834527694	0.965679848094141	0.240902229235757
"ADAMTSL4"	0.657169149884479	0.0178775155757822	0.0104586072980643	0.013372961746163	0.218867768156553	0.270201544716805	0.0278564323756498	0.0159963985545943	0.213714949504965	5.09124381892971e-08	1.92834112282732e-06	0.000100925161095199	0.763765964260063	0.329817451560943	0.257078733213502
"ADAMTSL5"	0.000302167583361753	0.00687399281488281	0.00118514225810404	5.98937086385764e-05	0.000530226370866632	0.206780488583918	0.298351214111582	0.927271469410103	0.542359422287115	0.805820013101311	0.125533889208868	0.483450476867566	0.244043764011679	0.682435023829556	0.546107937654141
"ADAP1"	0.965042262633215	0.954509356356813	0.000316319502909725	1.28785107719399e-06	0.000220532820335774	0.995724447862549	0.0200276673033908	0.000155330451525717	0.0139823352506848	0.000158549524129638	7.4194440246643e-07	0.000181121572246926	0.0661171433698403	0.814101839799925	0.150535585813778
"ADAP2"	0.132745190929624	0.00345816269412309	4.2427220295091e-05	0.000387682708209386	0.0188177102150781	0.640606745244688	8.83602537819769e-06	2.36175294474935e-05	0.00178582817456408	3.38470969812303e-13	7.12614055528199e-10	7.24198246604881e-08	0.883649251428968	0.182626193007172	0.213562012314291
"ADAR"	0.00305664520575242	0.113823105161717	1.53219371585774e-07	0.00061865426145191	0.00440264330760323	0.134422504613153	0.557094589202637	0.993348589715339	0.541413095299516	0.000166188056855035	0.0485559822233462	0.273312988219479	0.42675794317193	0.0422550770761174	0.462635218244213
"ADARB1"	5.22709307630139e-07	0.520308119159271	1.58607210624618e-11	0.000152015007469135	2.95509517472103e-06	2.0354209909727e-05	0.984590877840076	0.125038933819073	0.206426427261274	1.14270600671942e-10	0.00136413550379499	5.61333351690191e-05	0.0531736598185133	0.0591714960586114	0.839651258761195
"ADAT1"	0.0688968652543423	0.67160425620208	0.981866407390451	0.0850973387645265	0.442136846615967	0.205102373787581	0.0851927850896898	0.807176889498733	0.322632726883839	0.536512666399062	0.204444932156791	0.81771459060344	0.092610106636775	0.462400153064965	0.408477476194581
"ADAT2"	0.626767662830036	0.998175154559768	0.562879520741051	0.00079707473178715	0.104084278848822	0.664664673467265	0.392919665824486	0.0012034111943571	0.103569578927814	0.540717215194097	0.00051059278276825	0.0935290719149219	0.00846417477508415	0.405487037832558	0.0770932610873106
"ADAT3"	0.992833553079973	0.910284932385468	0.613400380198246	0.000605274080115979	0.00489934936820722	0.921908265562453	0.782740944363994	0.00743447337974196	0.0629203541730954	0.725042822521036	0.000662335603846729	0.0061253996288701	0.00392222456605773	0.0292403246605482	0.442188477280107
"ADCK1"	0.0615713220431003	0.295968896678636	0.0489869004891294	0.00290461325815079	0.149654969281841	0.404865268954037	0.723195911088345	0.632844737727065	0.551291593564334	0.490779079318727	0.0485431035723055	0.808504996295277	0.222904466770133	0.769682625639017	0.150567156095101
"ADCK2"	0.872092891207879	0.742441450052379	0.00365078130629863	0.130353082546691	0.99670783536925	0.684608850132035	0.0982653133326704	0.355907751870828	0.901540095398004	0.000242583874175015	0.043244143992844	0.683022554196799	0.496817831481206	0.0081083927301158	0.184508471716057
"ADCK5"	0.172180090944902	0.423065026448746	0.133489165878543	0.443608282315999	0.926774141502124	0.580991014200703	0.0157631463737838	0.578792180437448	0.204578351183044	0.00511363902547134	0.993022295314206	0.290771282707295	0.0441909370313503	0.22808300081461	0.458467840099631
"ADCY3"	0.785508630609375	0.675928279438254	0.78074575691626	0.272849331586262	0.00227844687746258	0.959726743582676	0.946812322618867	0.26569873212004	0.0950787905322501	0.801729577609267	0.0914283666884343	0.0100385945338153	0.190578925022063	0.00767952896802682	0.000387347056968294
"ADCY4"	0.963339152427985	0.995817491117433	0.638007999935584	0.859483487657237	0.389929909226158	0.964439617136997	0.795668002349603	0.916343861078558	0.539200210355602	0.632059767209278	0.850119591892707	0.403566344906577	0.907732825490028	0.625520114013091	0.639042844223674
"ADCY5"	0.00547086382198925	0.345193106771057	0.0262169689713838	0.908832613270826	0.0612405209482899	0.078877706296595	0.280767990411262	0.0092657668772422	0.271209472066593	0.32977759742578	0.276726125854709	0.477997697585627	0.0684734581963535	0.925188812793505	0.122984705864005
"ADCY6"	3.41002692162796e-06	0.183964464619336	0.566692457541112	0.0153630573322313	1.14054760416162e-05	0.000812102425226168	2.96560462431594e-05	0.027395296031586	0.314352959165181	0.340490126314277	0.264864569597204	0.00295207902525187	0.0693325773708255	0.000172248113355293	0.24941309265312
"ADCY7"	0.0279309090759243	0.0165839850094813	0.0695610893888759	0.000344791402263432	0.284495695240761	0.784406167115624	0.000501043973524435	1.51064594716878e-06	0.00434502692571602	1.75693109077537e-06	6.28689136868993e-09	0.000171754697608472	0.050670296621849	0.627506191864779	0.019557761032217
"ADCY9"	2.67602037079143e-07	3.8734462206968e-05	1.11087165059168e-09	1.33126963058075e-07	1.48815224880355e-06	0.0473076005273077	0.576670758832077	0.668435292638822	0.196678504451251	0.036237518440152	0.0643751487438291	0.477488439389228	0.884903601117297	0.344998210197762	0.354877580709179
"ADD1"	0.00217507576220171	0.0527553741392156	3.30454231135041e-13	6.78697659016669e-06	0.00256676651866179	0.177093031539318	0.0190005334654001	0.515337343998271	0.55601643462071	2.67013493376633e-09	0.00430051645216717	0.352452074071586	0.0710998750407348	1.4275416214903e-05	0.097765506553129
"ADD2"	0.01297781389043	0.292864598933382	1.37416865735888e-05	0.190262458517795	0.826665428843581	0.159658476582327	0.695534370481824	0.000796521641271104	0.0414229357515722	0.000991572079610893	0.0115088038785563	0.362825673661176	1.4343674557102e-06	0.000161450425439312	0.172395424532566
"ADD3"	0.0219394188859118	0.0656003568119752	1.72263555683689e-10	1.74962117924358e-09	0.00245542661632165	0.497289043517908	0.0260684387383579	0.00637246203939286	0.976261296860581	1.01705661253403e-06	3.36851455176921e-06	0.302378596209242	0.534390797903128	0.00153810327947556	0.000985376556304624
"ADGRA2"	0.0377701002038553	0.0277426806768761	0.000112686353164308	0.0292527478140332	0.324300576829124	0.000219608922406664	0.676096141310003	0.887478597055869	0.286898674803608	9.52425755529554e-11	1.33767981118875e-05	0.000481828514468826	0.418033271113869	0.0133229720809374	0.288938230946603
"ADGRA3"	0.078392568332355	0.327793054494443	0.394954556891446	0.0262896746785433	0.530247265427282	0.458892118858734	0.0178738656805751	0.000424103795951705	0.0320232203451016	0.0229830772386064	0.000540531530034592	0.0545383815434751	0.18976891333356	0.888174594319346	0.159692176162715
"ADGRB3"	0.808382370194823	0.706961722995095	0.598840903689356	0.210832897010002	0.746200178683423	0.956826886176618	0.574139339025729	0.219591878106274	0.987907372109072	0.216862836069315	0.0515839589122631	0.903156277304005	0.495746116342181	0.397053133655698	0.133569528062246
"ADGRD1"	0.00470634697835872	0.423065026448746	0.378379088539421	0.0242924091758049	0.000103503972672232	0.0452790510471312	0.0417550854869783	0.539513508381848	0.949416471240982	0.947903676828015	0.126736223232375	0.00191606204284162	0.150879687407365	0.0031369725833285	0.414879266579707
"ADGRE1"	0.238271534980792	0.172337789370506	0.297590707123866	0.805463357418381	0.267975839495075	0.984970242217106	0.751588287850175	0.30324547165901	0.823934653455965	0.580961996281181	0.216407071464944	0.735235594123283	0.420539204540056	0.90841297807883	0.403502143850079
"ADGRE2"	0.0296879982122807	0.000572309265870762	0.937540104646983	0.752753107850713	0.00780935452662355	0.80298814126053	0.0479959318158098	0.102890993216787	0.898614488937441	0.000125640959799421	0.00667289349384616	0.481364569403598	0.827945496776367	0.0126231658049082	0.0876365196218742
"ADGRE3"	0.993617097384525	0.130788157741077	0.00839236968492646	0.565135036761089	0.113070397726298	0.295985045968075	0.0955047650430432	0.673913873435469	0.336819159992292	0.380740691778963	0.0313596411304559	0.989841119791767	0.00627843409208556	0.477694457602871	0.067568366878605
"ADGRE5"	3.82963790833825e-05	1.98367355465901e-05	0.356502947492673	0.0138601182702291	0.60483776048826	0.451271682968207	1.68235664027719e-06	2.12392960149604e-08	1.92419633702795e-05	8.06653990514503e-09	5.08793809393541e-10	7.31231711972406e-07	0.121031634094887	0.794590894373124	0.0848826221669122
"ADGRF1"	0.682242513576101	0.110410256019022	2.87601804670909e-05	0.000108393299374542	1.11170167559545e-05	0.533271006007878	0.0217539584679152	0.0107287861893524	0.0107276334016826	0.0121665547871348	0.0143439845731348	0.0055834001354678	0.723179368359346	0.708909138366062	0.978694860730156
"ADGRF5"	8.40678991496995e-07	2.24969612703354e-07	1.2658788426412e-09	1.54483929979461e-12	2.81764898111307e-15	0.405269290305104	0.718412775433006	0.216958417967385	0.174365695451214	0.500808142864104	0.00258132335337436	0.000230440703448352	0.0252716131342566	0.00502307173455112	0.906890706691371
"ADGRG1"	0.00406705876303098	0.211922249682942	0.00509270992468942	0.122108421020833	0.14368803213617	0.0997275400231293	1.34587815217073e-06	0.211590167036337	0.000165790106357455	4.02068411798263e-06	0.732355202656784	0.002265706473629	0.000130519738145675	0.329938651009625	0.00739536439656309
"ADGRG2"	0.148786573544264	0.611570102643492	0.0548850019354047	0.84365978966857	0.117681651886427	0.0549822759018835	0.926322185804954	0.256377563730961	0.85951725071849	0.00218478750020367	0.402922221757534	0.0144157298820158	0.18733057424527	0.901653245725967	0.305504282138821
"ADGRG3"	0.322635720667524	0.391702941994062	0.000268295597010566	0.944338579427555	0.0184097926870195	0.843583624371316	0.159474557197552	0.42378536064181	0.560165230787909	0.00511363902547134	0.431768860345337	0.172154152939954	0.00478987162109537	0.37265656335402	0.0799702912220712
"ADGRG6"	0.84113019628476	0.166666283362072	0.658934053260662	0.0366739103661623	0.0711150785163799	0.471376123135568	0.66372685800914	0.185661950749597	0.380348947635944	0.0220885376531184	0.45031817873842	0.787416062842474	0.0142104235267934	0.0260914701797776	0.714889638786536
"ADGRL1"	0.426112763820796	0.962382447683302	0.77173625705275	0.00974111758127532	0.26527204567803	0.438246080643867	0.636003796848519	0.0057965183777406	0.143107626228971	0.692692196814691	0.00818469639363492	0.281633644166309	0.00574016409626996	0.180119817154354	0.186855610032645
"ADGRL2"	0.0132945512755803	0.366396250749018	0.0115182125348272	0.559174728827024	0.423304505700805	0.131337963604652	0.604579948608449	0.0956947640208317	0.118862315432241	0.15140108820215	0.797183984856908	0.862995021692704	0.196581949704202	0.170060562480154	0.945854799103845
"ADGRL3"	0.732904829077651	0.722425968223173	0.152997817532674	0.353048224189111	0.422171632733986	0.971932252656592	0.647768561516206	0.286768171971903	0.399720224223187	0.328727103064362	0.140623496133486	0.178798053216111	0.0291657232294795	0.0325744923107803	0.901502574776404
"ADGRL4"	0.609533970514523	0.816871914054228	8.42656004706501e-06	0.0974937080360713	0.0034552162615074	0.489671757353772	0.0165410516181385	0.500721030142458	0.189591739843676	2.90773710790711e-07	0.039088149042479	0.000643172108443053	0.0673376811322542	0.260643668804014	0.51786833825205
"ADGRV1"	0.991454166597925	0.738845474123105	0.121712734406363	0.915441166961856	0.698579748204968	0.854158134233169	0.464897722399099	0.942117771619423	0.85027240246581	0.0195896861954584	0.602946417890738	0.366687695469696	0.280483995443692	0.338621203729462	0.857771478524774
"ADH1A"	0.052531817314864	0.234613999258011	0.00324393032650819	0.499054098364665	0.0238390599049966	0.420161089441986	0.364574658490729	0.259638026105947	0.956436405347238	0.0286873675768287	0.663666097163798	0.29899096020075	0.0329509214186053	0.23425864966029	0.250468162045192
"ADH1B"	3.5299125349721e-07	0.00672489328685454	3.68970651500111e-12	4.55277971478561e-08	9.74344656904219e-11	0.00316065243456087	0.961321873047321	0.817540114709647	0.970385191360761	1.67526274033569e-06	0.00093017676886521	3.01587291577068e-05	0.699088927057278	0.884879608440359	0.827680624610575
"ADH1C"	0.00440319483229676	0.246804281868761	0.0202414178698843	0.00139538168487798	0.000101672822890141	0.0918168774604316	0.320119049028628	0.949275884953105	0.97283295518246	0.355708234286537	0.0359156297528332	0.00808682396138963	0.247323159622945	0.119983920221673	0.905759460883778
"ADH4"	0.695574471874373	0.466417631756244	0.258757137246696	0.651427823055131	0.704770659130885	0.297709563418689	0.233215251502809	0.982348389398396	0.931065204820849	0.87854193184797	0.165813903273535	0.164541765034894	0.140770850798843	0.12576637582112	0.93016883431703
"ADH5"	1.32061891920802e-07	7.93272563568332e-06	5.19772741184736e-09	5.87682935475087e-11	3.02295498286682e-07	0.0651669491103414	0.364112811389812	0.698793530103694	0.233036676606616	0.193169917616125	0.00215456722281097	0.49700330146436	0.0717992341505019	0.718807325045966	0.0389417944967252
"ADH6"	0.0381474302340459	0.126391690703809	0.174308961582826	0.00409481678056852	0.0046169738061606	0.49764588890504	0.346323586597136	0.817685039806882	0.97074713293791	0.709448171913716	0.162294651657299	0.293069553651746	0.102348464562288	0.16815627788125	0.736113729189603
"ADH7"	0.267269269729275	0.985800056169655	0.635029046223557	0.344487113422425	0.00856330764763965	0.294201996795328	0.528283644308334	0.81995738146079	0.00313429203146058	0.58485726511955	0.302642146338528	0.00676565379432986	0.639796743594109	0.00206296371637357	0.00219204872200299
"ADHFE1"	0.000469179812681564	0.0406740084464189	0.0342570516399097	4.84144711647517e-05	8.71345539006245e-06	0.0886843567383089	0.0731653684876114	0.985371537221025	0.937165255748092	0.903347214880455	0.0228402975757007	0.0169124473694637	0.0260080850350094	0.0187102669288744	0.900720439543709
"ADI1"	0.925950978750606	0.45879031338527	3.97573916890009e-08	0.00967887810301931	0.000103221826071247	0.676860961675774	0.000162956482747456	0.0636203563364028	0.0111993352332614	8.59653155214027e-07	0.0652785326446749	0.00206958823502349	0.0625430174742527	0.212897457718173	0.55972192498336
"ADIPOQ"	5.88535868438765e-07	0.00776449417456905	1.15382041350615e-10	4.15305867941756e-06	9.20414408379802e-06	0.00392528144069668	0.857764618876135	0.40663060511262	0.154253659681243	3.13213387262776e-05	0.01858212001845	0.0789216240475804	0.451028633279029	0.0762517301495081	0.562527608060049
"ADIPOR1"	0.783297415486923	0.85466838765509	0.00469677555384134	0.318846445574281	0.947929028192002	0.924626765741788	0.0278716125779221	0.297414127849355	0.854704371490885	0.000810834186702774	0.191088943088613	0.870705222348454	0.260201281124385	0.00774571308078196	0.355505581466408
"ADIPOR2"	0.839390424676369	0.866856582917618	0.0014508897653193	0.966252949532842	0.69156307510298	0.951762455125205	0.100991613339729	0.887349925256733	0.977552060355617	0.000851615204880599	0.886115579163609	0.852069433840685	0.0155057294511671	0.00926861210516858	0.816922507286136
"ADIRF"	0.000203943232167304	0.0788077415422334	9.70725315977912e-09	0.000178583981040263	3.18472580877587e-05	0.0327671831861022	0.765873759247856	0.737422038382755	0.689443215698497	3.01830332527785e-05	0.0298031884483039	0.0188422146917482	0.353199473300877	0.221050912361461	0.933913081857204
"ADK"	0.00440182920022424	0.0266008420818015	0.180770633121216	8.31558728415656e-06	0.000275064670250103	1.26709827425168e-05	0.00015096118232994	2.2508414403864e-09	1.40196540234683e-07	0.289500039013484	0.0101606775912779	0.189669899864745	0.00109595694249152	0.0268174828999741	0.274832884157699
"ADNP"	0.752891753423209	0.787594107488714	1.02234583930593e-05	1.75550989320333e-16	4.8957050330782e-07	0.600896442574577	0.00946985816808112	8.52665939520983e-11	0.00152574003070344	2.83951679948035e-07	2.18160577914352e-18	3.39678332169683e-08	1.36430425510644e-07	0.431202511806981	1.76786834308651e-05
"ADNP2"	0.290152837124721	0.974210307348765	0.00143134521049825	6.81703366501721e-20	1.48003473848063e-05	0.34970708143082	0.383122980881005	1.19641403377441e-11	0.068155478171532	0.000737765541111214	6.84094980275366e-21	9.1673772836201e-06	5.6621439728268e-13	0.226497137734454	1.52004997333932e-09
"ADO"	0.919093227584124	0.689993473873854	0.665976684765271	0.790994855083064	0.357583588487436	0.690625333398481	0.745337608865494	0.928006195763276	0.508900904342782	0.93847807321543	0.444716654091235	0.692141873010635	0.550170768417025	0.669798235577179	0.335940336182053
"ADPGK"	0.000291272904841724	0.0091913080210752	0.422717644891841	0.042928852725453	0.0485366474443331	0.151116324344137	0.00385694238075831	1.16569130438514e-06	0.0677300923417565	0.0381152397631456	6.04323202276372e-06	0.556071618119362	0.00696445962381042	0.293857035945845	0.000402321646811124
"ADPRH"	0.200644210792548	0.294148130536903	0.000284544131694447	0.000288462213953277	0.00342680018811045	0.0323352839533328	0.333603472793067	0.135573176962908	0.53893282166743	1.81569693045046e-07	1.36479439041729e-06	1.66031897580776e-05	0.587256862408953	0.710762795786546	0.390859291886921
"ADPRHL1"	0.678463935409712	0.776541253396613	0.5332372423609	1.40310584490865e-05	0.939942302498739	0.556244204769178	0.471894734310987	0.000616726406072394	0.72152788022499	0.835549630274238	3.70368104167434e-05	0.848448313766015	9.92966250377414e-05	0.752241955488449	0.000979877176719771
"ADPRHL2"	0.0397594800793495	7.57774692676989e-05	1.91640772168346e-10	9.35069886964799e-08	2.27053334522232e-12	0.508320925716554	0.0144868095629663	0.0214251746774207	0.00106880571414256	0.00779463147637869	0.0380230538498317	0.00020124328477547	0.997834821504343	0.269072281800622	0.383454935878975
"ADPRM"	0.797882544269445	0.737158404135956	0.510951911568515	0.15627008500975	0.961481058675762	0.994013214591101	0.909467678933595	0.181047075089013	0.856995343647791	0.819207116135674	0.0508980948222681	0.717376603651444	0.0498314003016098	0.602669263938363	0.187964841972675
"ADRA2A"	0.127460178185492	0.818918271073683	0.517515286581204	0.627236113600361	0.0538360728996421	0.0872231735292931	0.0468952180746868	0.381344300413538	0.965846217942219	0.745657084995734	0.409636302641385	0.0170961845182903	0.309102094771858	0.0095724050281445	0.353365328524946
"ADRM1"	0.0418392200376718	0.943982812071224	4.50979698606203e-06	0.199857726666548	0.00416280618522854	0.0670750311710516	0.341553528727916	0.468773321547231	0.966547883964646	1.69996035611695e-06	0.213527599261675	0.00411111880239271	0.0200237426110415	0.188794631756311	0.350642005808073
"ADSL"	0.928764264534912	0.892288860771453	0.444025743753291	0.36209515113589	0.354202884970344	0.849046783040976	0.603071653546285	0.444039768070785	0.514136632852445	0.557865219773643	0.44049152330771	0.46014709316992	0.82148854021836	0.873311470173426	0.941149593266538
"ADSS"	0.0881064471562395	0.434272802844747	5.74507992202869e-05	0.982718518284362	0.000646375996796538	0.384190284526185	0.395987766754851	0.124110446978628	0.565801340725154	0.00121242313186567	0.404785168616053	0.0112725093712757	0.00120016193683925	0.779982161716486	0.00611221287406585
"ADSSL1"	0.6583348170882	0.228812904711103	0.00335218172289196	0.0400183864850625	0.0841157358308909	0.725268791497953	0.0135170253511034	0.30179241673533	0.557941675406187	2.66347758754674e-06	0.38379938225296	0.724113818609914	1.08711829723738e-05	7.23089824120715e-06	0.695127561141995
"AEBP1"	0.0787942731860131	0.777555766888563	0.241078844671955	0.249391906472164	0.879827413970612	0.0489542862489381	0.456278749395445	0.552779479092289	0.0905394688433536	0.0796145446779146	0.111572727897065	0.855743286115714	0.881314783692031	0.225584773384161	0.249619675470987
"AEBP2"	0.149549111545868	0.165341747648267	1.45496544938158e-05	5.29463341696498e-06	2.1191251920596e-10	0.812117694933913	0.150443921421229	0.0245753037393488	0.000858764576426227	0.00322103356416477	0.000689182031005983	1.88970584860246e-07	0.379170930768265	0.015698593879695	0.343428949849849
"AES"	0.00720463536330469	0.358296545399826	0.00421266676598516	0.17965470375041	0.149654969281841	0.0852685267998865	0.671251221342928	0.000312518146657746	0.179625907500268	0.0658292903491048	0.0124842600390413	0.732225310213294	0.00016938296277213	0.245599754096518	0.0115114970111535
"AFAP1"	0.153542193240279	0.512580134850391	0.0798776564969208	0.458191970827332	0.180135577019106	0.0476791614218814	0.875534793683093	0.532126442529751	0.0207336686468487	0.00382857620065873	0.118613708852626	0.605462391845644	0.593700189763499	0.00249567719045925	0.0729377967522729
"AFAP1L1"	0.187061200053985	0.548549723185071	5.28368710323311e-05	0.0252292622928537	0.0038014159720834	0.513019441409528	0.220921475821149	0.691413805541139	0.574943957056299	0.000514966522697726	0.106302203670576	0.0291847371464321	0.366230090067518	0.449778706689106	0.863186075997077
"AFAP1L2"	0.000191783329607177	0.840066445243257	0.000684795289383671	0.0908324214779997	0.000931895708883203	0.00079367484882227	2.15930262508046e-09	2.36769169280576e-06	0.329464892239769	6.20007695494408e-05	0.0391924376187307	0.00174975864292966	0.368580139320904	2.68529940536522e-10	1.63334440008623e-05
"AFDN"	0.292431140231903	3.35736838307142e-06	0.0140882327737721	0.38644423597534	7.59249575143804e-07	0.0290457955802483	0.682524988569783	0.812338387498398	0.0196211549289216	0.00769404436713004	0.00123512644082584	0.765987666472789	0.344245349980177	0.0095825796655062	0.00167995975217669
"AFF1"	0.20262811368196	0.2871891224761	0.0199683480803013	2.24055917875522e-06	0.362250703618937	0.755810968786594	0.856156977061061	0.0139295610997063	0.658689152692482	0.300473707924489	0.000122854454038872	0.831754342225408	0.00550821414802936	0.283162962359103	0.000282418445380511
"AFF4"	0.0694330941674844	0.0790547853675815	6.84005555684809e-05	4.95379218222769e-09	0.000124649729620157	0.738213089038976	0.471409582375785	0.0027996923385952	0.446888131736582	0.0358497527741382	6.21140444279706e-06	0.0466446630309511	0.00750870775818792	0.944608299626052	0.0152936270211008
"AFG1L"	0.0354233334071335	0.313895473391453	9.97742433481248e-07	0.0113413025968768	1.74779707745942e-06	0.282192370155642	0.264826900918752	0.973786403552617	0.233590443435338	7.4383385612944e-05	0.123427356012427	0.000158187949946739	0.175574475740436	0.897717793691566	0.163847065996276
"AFG3L2"	0.0965600803061446	0.220037703674719	0.922083121049798	0.218572783559064	0.99614037981031	0.599858181781827	0.147869921367639	0.0102443035226239	0.143439943128076	0.160496545542515	0.00928141417642849	0.16648879654309	0.203372953833504	0.929570496610841	0.287231139536804
"AFM"	0.18703970020394	0.932817859958219	0.00202659434121986	0.228564319146943	0.0958073525195982	0.18307930650467	0.571013534387047	0.829033853237152	0.942800601230921	0.000487926662610388	0.163319737210288	0.0600538563003829	0.262105007802731	0.297483476831787	0.883211146668687
"AFMID"	8.10513242564063e-05	0.0150472969523169	0.00541298179732181	0.000268731581085665	0.000277988427667826	0.0582694932532314	0.0739782865440619	0.543766483464852	0.342175466435149	0.906795311279935	0.136999972590809	0.272308700286028	0.215147370683903	0.383494802185018	0.731295283011112
"AFP"	0.341976320201256	0.230934100831909	0.470129337303889	0.589181151985773	0.517258357922182	0.859115095682536	0.708671054198521	0.608150374850499	0.655616306189561	0.636789441505947	0.578110188053523	0.566960575845672	0.935325133576414	0.946040578972218	0.983586859809483
"AFTPH"	0.161909045727788	0.360817735599794	0.697841613985512	0.288382783736886	0.770723814765509	0.0310145607088301	0.337645317617394	0.0287352325004315	0.332377820332647	0.0916804424100507	0.870430839278095	0.153589636050234	0.169607689036916	0.957232160624724	0.230807162133231
"AGA"	0.00256619810443475	0.342676023616906	0.0224649224558292	5.59875807370001e-05	0.000437055741726901	0.0442083134526285	3.92686815280752e-06	0.737806691051615	0.803908421000192	0.000157104484223079	0.00146593895933481	0.0135607376362343	1.09417333396463e-08	2.36016308467202e-08	0.438808210759484
"AGAP1"	0.0171613051649898	0.0028139646959427	0.56867427083419	0.340789204082157	0.00161155404357933	0.919670323289227	0.0755493051137815	0.0028257417111959	0.979310449439789	0.00587336756291493	0.000149660658141152	0.904522832171554	0.15312855034818	0.0136578808145747	0.000465912131498054
"AGAP2"	8.72195727634671e-05	2.14896692822846e-08	0.313524346319822	0.85854969310501	0.148644164091973	0.71494550545645	3.31203874288012e-06	0.00070055905711038	0.0112712764481703	1.60406582425725e-13	4.41735500082963e-07	5.73465643071301e-06	0.334454887266899	0.0151686465737668	0.380126948504671
"AGAP3"	0.0243803938133978	0.741550353976661	0.702139091257537	0.520196080253476	0.0484859514360641	0.0124464222376515	0.0138020533756787	0.158137665163267	0.000387643587593996	0.965766268710749	0.268859678549287	0.121241319407357	0.34322371662979	0.143313119693054	0.0262573589468069
"AGER"	0.066414565573439	0.323032274440352	0.00405690980003866	0.195794117956819	0.0135122819643868	0.399977352516621	0.940299671474795	0.579420410957945	0.984559065872132	0.0858620102321337	0.752227761507705	0.19172032516341	0.38842556614745	0.87578837173162	0.537052619965916
"AGFG1"	0.497243020148148	0.657098272033554	0.0010364910796638	5.43495000610419e-06	0.526987691579785	0.817846603091788	0.187269528519077	1.72558140326789e-05	0.291925650760215	0.00452655314798755	1.71260673754991e-07	0.198390421412935	9.36537259942508e-12	0.000187279819560957	0.00023422452496426
"AGFG2"	0.24822861039074	0.0255547160456199	0.0147435768296467	2.83160225471226e-06	2.25055246093371e-05	0.730579238228563	0.751144038505008	0.011502297860409	0.0982069093575589	0.991463044562939	0.00498191968148889	0.0492473791102978	0.00850929165644403	0.0686420878474878	0.414315804487575
"AGGF1"	0.929187243939916	0.937005063878584	0.6423284871179	0.604370926094183	0.990771354335961	0.883955376659761	0.730615073074185	0.784545075302894	0.949416471240982	0.708170970641896	0.491571396534336	0.901993802642116	0.366698412693085	0.669443760966823	0.663686684392023
"AGK"	0.368651951307011	0.099951714252334	0.224426566822919	0.117378219513202	0.705448711178397	0.0285605043149489	0.0842057805528207	0.0333568289248106	0.283317749015893	0.559065314044554	0.945614864693851	0.188001331873986	0.643350629876877	0.525637581482442	0.311530253934582
"AGL"	2.15049422717994e-05	2.81325318666935e-06	0.00613509432279238	0.00026928013036477	2.91119638177735e-05	0.577357642677305	0.0307482050781065	0.373407639329043	0.390063790016497	0.0159362851496659	0.682053774386317	0.648019539139553	0.203131132135128	0.141794003274034	0.998128009248286
"AGMAT"	0.781400104533227	0.623970993648127	0.067490642791759	0.883475854133093	0.542273875188913	0.928190521904941	0.4486021958045	0.711929803202777	0.51662973280163	0.231378128353188	0.473203521219465	0.18740911532004	0.111797700613851	0.0188896838534051	0.771263004603193
